text,new_label
No pic. Please re-send.,not_bully-Ham
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,not_bully-Ham
"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",not_bully-Ham
In that case I guess I'll see you at campus lodge,not_bully-Ham
Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,not_bully-Ham
Ok going to sleep. Hope i can meet her.,not_bully-Ham
Gokila is talking with you aha:),not_bully-Ham
When Ì_ login dat time... Dad fetching Ì_ home now?,not_bully-Ham
Lol its ok I didn't remember til last nite,not_bully-Ham
Bbq this sat at mine from 6ish. Ur welcome 2 come,not_bully-Ham
"I don't think I can get away for a trek that long with family in town, sorry",not_bully-Ham
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),not_bully-Ham
"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",not_bully-Ham
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,not_bully-Ham
"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",not_bully-Ham
Yes i will be there. Glad you made it.,not_bully-Ham
Surly ill give it to you:-) while coming to review.,not_bully-Ham
S but mostly not like that.,not_bully-Ham
"I wake up long ago already... Dunno, what other thing?",not_bully-Ham
You said not now. No problem. When you can. Let me know.,not_bully-Ham
